1.000000, 0.000000, 5.000000
0.999848, 0.017452, 5.000000
0.999391, 0.034899, 5.000000
0.998630, 0.052336, 5.000000
0.997564, 0.069756, 5.000000
0.996195, 0.087156, 5.000000
0.994522, 0.104528, 5.000000
0.992546, 0.121869, 5.000000
0.990268, 0.139173, 5.000000
0.987688, 0.156434, 5.000000
0.984808, 0.173648, 5.000000
0.981627, 0.190809, 5.000000
0.978148, 0.207912, 5.000000
0.974370, 0.224951, 5.000000
0.970296, 0.241922, 5.000000
0.965926, 0.258819, 5.000000
0.961262, 0.275637, 5.000000
0.956305, 0.292371, 5.000000
0.951057, 0.309017, 5.000000
0.945519, 0.325568, 5.000000
0.939693, 0.342020, 5.000000
0.933581, 0.358368, 5.000000
0.927184, 0.374606, 5.000000
0.920505, 0.390731, 5.000000
0.913546, 0.406736, 5.000000
0.906308, 0.422618, 5.000000
0.898794, 0.438371, 5.000000
0.891007, 0.453990, 5.000000
0.882948, 0.469471, 5.000000
0.874620, 0.484809, 5.000000
0.866026, 0.500000, 5.000000
0.857168, 0.515038, 5.000000
0.848048, 0.529919, 5.000000
0.838671, 0.544639, 5.000000
0.829038, 0.559192, 5.000000
0.819152, 0.573576, 5.000000
0.809017, 0.587785, 5.000000
0.798636, 0.601815, 5.000000
0.788011, 0.615661, 5.000000
0.777146, 0.629320, 5.000000
0.766045, 0.642787, 5.000000
0.754710, 0.656059, 5.000000
0.743145, 0.669130, 5.000000
0.731354, 0.681998, 5.000000
0.719340, 0.694658, 5.000000
0.707107, 0.707106, 5.000000
0.694659, 0.719339, 5.000000
0.681999, 0.731353, 5.000000
0.669131, 0.743144, 5.000000
0.656060, 0.754709, 5.000000
0.642788, 0.766044, 5.000000
0.629321, 0.777146, 5.000000
0.615662, 0.788010, 5.000000
0.601816, 0.798635, 5.000000
0.587786, 0.809017, 5.000000
0.573577, 0.819152, 5.000000
0.559194, 0.829037, 5.000000
0.544640, 0.838670, 5.000000
0.529920, 0.848048, 5.000000
0.515039, 0.857167, 5.000000
0.500001, 0.866025, 5.000000
0.484810, 0.874619, 5.000000
0.469472, 0.882947, 5.000000
0.453991, 0.891006, 5.000000
0.438372, 0.898794, 5.000000
0.422619, 0.906307, 5.000000
0.406737, 0.913545, 5.000000
0.390732, 0.920504, 5.000000
0.374608, 0.927184, 5.000000
0.358369, 0.933580, 5.000000
0.342021, 0.939692, 5.000000
0.325569, 0.945518, 5.000000
0.309018, 0.951056, 5.000000
0.292373, 0.956304, 5.000000
0.275638, 0.961261, 5.000000
0.258820, 0.965926, 5.000000
0.241923, 0.970295, 5.000000
0.224952, 0.974370, 5.000000
0.207913, 0.978147, 5.000000
0.190810, 0.981627, 5.000000
0.173649, 0.984808, 5.000000
0.156436, 0.987688, 5.000000
0.139174, 0.990268, 5.000000
0.121871, 0.992546, 5.000000
0.104530, 0.994522, 5.000000
0.087157, 0.996195, 5.000000
0.069758, 0.997564, 5.000000
0.052337, 0.998629, 5.000000
0.034901, 0.999391, 5.000000
0.017454, 0.999848, 5.000000
0.000001, 1.000000, 5.000000
-0.017451, 0.999848, 5.000000
-0.034898, 0.999391, 5.000000
-0.052335, 0.998630, 5.000000
-0.069755, 0.997564, 5.000000
-0.087154, 0.996195, 5.000000
-0.104527, 0.994522, 5.000000
-0.121868, 0.992546, 5.000000
-0.139172, 0.990268, 5.000000
-0.156433, 0.987689, 5.000000
-0.173647, 0.984808, 5.000000
-0.190808, 0.981627, 5.000000
-0.207910, 0.978148, 5.000000
-0.224950, 0.974370, 5.000000
-0.241920, 0.970296, 5.000000
-0.258818, 0.965926, 5.000000
-0.275636, 0.961262, 5.000000
-0.292370, 0.956305, 5.000000
-0.309015, 0.951057, 5.000000
-0.325567, 0.945519, 5.000000
-0.342019, 0.939693, 5.000000
-0.358366, 0.933581, 5.000000
-0.374605, 0.927184, 5.000000
-0.390730, 0.920505, 5.000000
-0.406735, 0.913546, 5.000000
-0.422617, 0.906308, 5.000000
-0.438370, 0.898795, 5.000000
-0.453989, 0.891007, 5.000000
-0.469470, 0.882948, 5.000000
-0.484808, 0.874621, 5.000000
